Time (sec), Heater 1 (%),  Heater 2 (%), Temperature 1 (°C), Temperature 2 (°C), Room Temperature (°C), 
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.799000000000000199e+01,3.564000000000000057e+01,3.467000000000000171e+01
9.907114505767822266e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.789000000000000057e+01,3.564000000000000057e+01,3.467000000000000171e+01
1.996832370758056641e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.777000000000000313e+01,3.564000000000000057e+01,3.467000000000000171e+01
2.998688220977783203e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.777000000000000313e+01,3.564000000000000057e+01,3.467000000000000171e+01
3.998429775238037109e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.774000000000000199e+01,3.564000000000000057e+01,3.468999999999999773e+01
4.997552633285522461e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.767000000000000171e+01,3.564000000000000057e+01,3.467000000000000171e+01
5.997644901275634766e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.761999999999999744e+01,3.564000000000000057e+01,3.468999999999999773e+01
6.995544433593750000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.761999999999999744e+01,3.564000000000000057e+01,3.467000000000000171e+01
7.995780706405639648e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.760000000000000142e+01,3.564000000000000057e+01,3.467000000000000171e+01
8.994616985321044922e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.760000000000000142e+01,3.564000000000000057e+01,3.467000000000000171e+01
9.995728731155395508e+00,4.000000000000000000e+01,4.000000000000000000e+01,3.760000000000000142e+01,3.564000000000000057e+01,3.467000000000000171e+01
1.099570369720458984e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.754999999999999716e+01,3.521000000000000085e+01,3.464000000000000057e+01
1.199770593643188477e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.760000000000000142e+01,3.521000000000000085e+01,3.464000000000000057e+01
1.299536228179931641e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.760000000000000142e+01,3.529999999999999716e+01,3.464000000000000057e+01
1.399546647071838379e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.789000000000000057e+01,3.525000000000000000e+01,3.464000000000000057e+01
1.500070881843566895e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.806000000000000227e+01,3.515999999999999659e+01,3.461999999999999744e+01
1.600436758995056152e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.828000000000000114e+01,3.539999999999999858e+01,3.461999999999999744e+01
1.700495529174804688e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.854999999999999716e+01,3.574000000000000199e+01,3.464000000000000057e+01
1.799808478355407715e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.882000000000000028e+01,3.578999999999999915e+01,3.464000000000000057e+01
1.900073170661926270e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.906000000000000227e+01,3.584000000000000341e+01,3.467000000000000171e+01
2.000031042098999023e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.947999999999999687e+01,3.628000000000000114e+01,3.461999999999999744e+01
2.099728751182556152e+01,4.000000000000000000e+01,4.000000000000000000e+01,3.975000000000000000e+01,3.607999999999999829e+01,3.459000000000000341e+01
2.199803042411804199e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000999999999999801e+01,3.671999999999999886e+01,3.461999999999999744e+01
2.299320387840270996e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.042999999999999972e+01,3.667000000000000171e+01,3.464000000000000057e+01
2.399571728706359863e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.082000000000000028e+01,3.703999999999999915e+01,3.467000000000000171e+01
2.499736881256103516e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.124000000000000199e+01,3.706000000000000227e+01,3.471999999999999886e+01
2.600171709060668945e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.170000000000000284e+01,3.732999999999999829e+01,3.490999999999999659e+01
2.699938106536865234e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.203999999999999915e+01,3.770000000000000284e+01,3.496000000000000085e+01
2.799629902839660645e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.242999999999999972e+01,3.774000000000000199e+01,3.496000000000000085e+01
2.899400424957275391e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.296999999999999886e+01,3.813000000000000256e+01,3.496000000000000085e+01
2.999251580238342285e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.342999999999999972e+01,3.822999999999999687e+01,3.493999999999999773e+01
3.099446320533752441e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.382000000000000028e+01,3.861999999999999744e+01,3.493999999999999773e+01
3.199397897720336914e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.425999999999999801e+01,3.867000000000000171e+01,3.499000000000000199e+01
3.299185156822204590e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.460000000000000142e+01,3.893999999999999773e+01,3.490999999999999659e+01
3.399598526954650879e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.509000000000000341e+01,3.915999999999999659e+01,3.499000000000000199e+01
3.499705481529235840e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.550999999999999801e+01,3.931000000000000227e+01,3.499000000000000199e+01
3.600140428543090820e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.589999999999999858e+01,3.964999999999999858e+01,3.499000000000000199e+01
3.699197506904602051e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.635999999999999943e+01,3.971999999999999886e+01,3.496000000000000085e+01
3.799599575996398926e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.685000000000000142e+01,4.014000000000000057e+01,3.499000000000000199e+01
3.899580121040344238e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.734000000000000341e+01,4.018999999999999773e+01,3.499000000000000199e+01
3.999577808380126953e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.778000000000000114e+01,4.047999999999999687e+01,3.490999999999999659e+01
4.099802970886230469e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.821999999999999886e+01,4.063000000000000256e+01,3.503000000000000114e+01
4.199903726577758789e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.867999999999999972e+01,4.110999999999999943e+01,3.506000000000000227e+01
4.299766993522644043e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.914999999999999858e+01,4.115999999999999659e+01,3.506000000000000227e+01
4.399720835685729980e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.960999999999999943e+01,4.160000000000000142e+01,3.507999999999999829e+01
4.499431324005126953e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.011999999999999744e+01,4.135999999999999943e+01,3.513000000000000256e+01
4.599976944923400879e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.060999999999999943e+01,4.189000000000000057e+01,3.545000000000000284e+01
4.699639105796813965e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.104999999999999716e+01,4.209000000000000341e+01,3.535000000000000142e+01
4.799644279479980469e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.153999999999999915e+01,4.250000000000000000e+01,3.545000000000000284e+01
4.899720311164855957e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.203000000000000114e+01,4.247999999999999687e+01,3.545000000000000284e+01
4.998757052421569824e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.228999999999999915e+01,4.302000000000000313e+01,3.545000000000000284e+01
5.098243021965026855e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.272999999999999687e+01,4.302000000000000313e+01,3.542000000000000171e+01
5.197331666946411133e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.321999999999999886e+01,4.324000000000000199e+01,3.561999999999999744e+01
5.296959781646728516e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.371000000000000085e+01,4.340999999999999659e+01,3.564000000000000057e+01
5.397363686561584473e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.417000000000000171e+01,4.377000000000000313e+01,3.557000000000000028e+01
5.497395610809326172e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.465999999999999659e+01,4.403999999999999915e+01,3.557000000000000028e+01
5.597737407684326172e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.507999999999999829e+01,4.456000000000000227e+01,3.554999999999999716e+01
5.697900152206420898e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.552000000000000313e+01,4.438000000000000256e+01,3.561999999999999744e+01
5.798124027252197266e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.596000000000000085e+01,4.495000000000000284e+01,3.564000000000000057e+01
5.897942924499511719e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.645000000000000284e+01,4.502000000000000313e+01,3.589000000000000057e+01
5.998009228706359863e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.697999999999999687e+01,4.531000000000000227e+01,3.596000000000000085e+01
6.097102928161621094e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.735000000000000142e+01,4.550999999999999801e+01,3.593999999999999773e+01
6.197535824775695801e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.785999999999999943e+01,4.564999999999999858e+01,3.607999999999999829e+01
6.297821497917175293e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.828000000000000114e+01,4.570000000000000284e+01,3.628000000000000114e+01
6.398076391220092773e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.861999999999999744e+01,4.635999999999999943e+01,3.639999999999999858e+01
6.497960948944091797e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.906000000000000227e+01,4.624000000000000199e+01,3.645000000000000284e+01
6.598091340065002441e+01,4.000000000000000000e+01,4.000000000000000000e+01,5.954999999999999716e+01,4.663000000000000256e+01,3.645000000000000284e+01
6.698205208778381348e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.003000000000000114e+01,4.696999999999999886e+01,3.645000000000000284e+01
6.798218369483947754e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.045000000000000284e+01,4.702000000000000313e+01,3.646999999999999886e+01
6.898080730438232422e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.084000000000000341e+01,4.727000000000000313e+01,3.646999999999999886e+01
6.998090982437133789e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.129999999999999716e+01,4.746000000000000085e+01,3.661999999999999744e+01
7.098496913909912109e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.178999999999999915e+01,4.763000000000000256e+01,3.654999999999999716e+01
7.198397636413574219e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.235000000000000142e+01,4.795000000000000284e+01,3.652000000000000313e+01
7.297598838806152344e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.264999999999999858e+01,4.785000000000000142e+01,3.646999999999999886e+01
7.398039793968200684e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.300999999999999801e+01,4.814000000000000057e+01,3.646999999999999886e+01
7.498405146598815918e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.347999999999999687e+01,4.834000000000000341e+01,3.661999999999999744e+01
7.598000693321228027e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.396000000000000085e+01,4.865999999999999659e+01,3.682000000000000028e+01
7.698179674148559570e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.440000000000000568e+01,4.896999999999999886e+01,3.686999999999999744e+01
7.798626232147216797e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.492000000000000171e+01,4.921999999999999886e+01,3.667000000000000171e+01
7.897769784927368164e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.523000000000000398e+01,4.940999999999999659e+01,3.660000000000000142e+01
7.997985649108886719e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.570000000000000284e+01,4.943999999999999773e+01,3.661999999999999744e+01
8.098322343826293945e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.620999999999999375e+01,4.965999999999999659e+01,3.661999999999999744e+01
8.198118019104003906e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.670000000000000284e+01,4.963000000000000256e+01,3.661999999999999744e+01
8.298255038261413574e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.701999999999999602e+01,5.032000000000000028e+01,3.645000000000000284e+01
8.398168969154357910e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.735999999999999943e+01,5.039000000000000057e+01,3.657000000000000028e+01
8.498035573959350586e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.784999999999999432e+01,5.036999999999999744e+01,3.654999999999999716e+01
8.597974038124084473e+01,4.000000000000000000e+01,4.000000000000000000e+01,6.831000000000000227e+01,5.082999999999999829e+01,3.664999999999999858e+01
