Time (sec), Heater 1 (%), Temperature 1 (degC)
3.851496174335479736e+02,2.000000000000000000e+01,8.346999999999999886e+01
3.861507544517517090e+02,2.000000000000000000e+01,8.350000000000000000e+01
3.871547832489013672e+02,2.000000000000000000e+01,8.350000000000000000e+01
3.881574800014495850e+02,2.000000000000000000e+01,8.350000000000000000e+01
3.891529564857482910e+02,2.000000000000000000e+01,8.367000000000000171e+01
3.901544878482818604e+02,2.000000000000000000e+01,8.367000000000000171e+01
3.911585085391998291e+02,2.000000000000000000e+01,8.385999999999999943e+01
3.921589102745056152e+02,2.000000000000000000e+01,8.393999999999999773e+01
3.931595945358276367e+02,2.000000000000000000e+01,8.385999999999999943e+01
3.941621780395507812e+02,2.000000000000000000e+01,8.390999999999999659e+01
3.951636347770690918e+02,2.000000000000000000e+01,8.398000000000000398e+01
3.961626636981964111e+02,2.000000000000000000e+01,8.398000000000000398e+01
3.971549022197723389e+02,2.000000000000000000e+01,8.398000000000000398e+01
3.981512546539306641e+02,2.000000000000000000e+01,8.406000000000000227e+01
3.991522834300994873e+02,2.000000000000000000e+01,8.425000000000000000e+01
4.001523144245147705e+02,2.000000000000000000e+01,8.432999999999999829e+01
4.011541962623596191e+02,2.000000000000000000e+01,8.437999999999999545e+01
4.021545372009277344e+02,2.000000000000000000e+01,8.440000000000000568e+01
4.031555006504058838e+02,2.000000000000000000e+01,8.440000000000000568e+01
4.041561286449432373e+02,2.000000000000000000e+01,8.440000000000000568e+01
4.051542356014251709e+02,2.000000000000000000e+01,8.442000000000000171e+01
4.061522927284240723e+02,2.000000000000000000e+01,8.445000000000000284e+01
4.071563277244567871e+02,2.000000000000000000e+01,8.446999999999999886e+01
4.081539087295532227e+02,2.000000000000000000e+01,8.462000000000000455e+01
4.091497225761413574e+02,2.000000000000000000e+01,8.462000000000000455e+01
4.101463663578033447e+02,2.000000000000000000e+01,8.490999999999999659e+01
4.111402316093444824e+02,2.000000000000000000e+01,8.485999999999999943e+01
4.121436746120452881e+02,2.000000000000000000e+01,8.490999999999999659e+01
4.131431777477264404e+02,2.000000000000000000e+01,8.489000000000000057e+01
4.141338069438934326e+02,2.000000000000000000e+01,8.490999999999999659e+01
4.151313016414642334e+02,2.000000000000000000e+01,8.495999999999999375e+01
4.161346447467803955e+02,2.000000000000000000e+01,8.495999999999999375e+01
4.171315975189208984e+02,2.000000000000000000e+01,8.495999999999999375e+01
4.181221227645874023e+02,2.000000000000000000e+01,8.510999999999999943e+01
4.191188547611236572e+02,2.000000000000000000e+01,8.529999999999999716e+01
4.201218817234039307e+02,2.000000000000000000e+01,8.540000000000000568e+01
4.211233055591583252e+02,2.000000000000000000e+01,8.537999999999999545e+01
4.221144554615020752e+02,2.000000000000000000e+01,8.529999999999999716e+01
4.231112310886383057e+02,2.000000000000000000e+01,8.542000000000000171e+01
4.241099462509155273e+02,2.000000000000000000e+01,8.540000000000000568e+01
4.251130168437957764e+02,2.000000000000000000e+01,8.545000000000000284e+01
4.261147756576538086e+02,2.000000000000000000e+01,8.542000000000000171e+01
4.271126666069030762e+02,2.000000000000000000e+01,8.545000000000000284e+01
4.281141915321350098e+02,2.000000000000000000e+01,8.546999999999999886e+01
4.291183807849884033e+02,2.000000000000000000e+01,8.554999999999999716e+01
4.301209561824798584e+02,2.000000000000000000e+01,8.567000000000000171e+01
4.311202373504638672e+02,2.000000000000000000e+01,8.573999999999999488e+01
4.321177325248718262e+02,2.000000000000000000e+01,8.579000000000000625e+01
4.331219010353088379e+02,2.000000000000000000e+01,8.589000000000000057e+01
4.341225249767303467e+02,2.000000000000000000e+01,8.589000000000000057e+01
4.351265854835510254e+02,2.000000000000000000e+01,8.585999999999999943e+01
4.361263225078582764e+02,2.000000000000000000e+01,8.585999999999999943e+01
4.371251533031463623e+02,2.000000000000000000e+01,8.590999999999999659e+01
4.381283378601074219e+02,2.000000000000000000e+01,8.585999999999999943e+01
4.391288378238677979e+02,2.000000000000000000e+01,8.593999999999999773e+01
4.401319727897644043e+02,2.000000000000000000e+01,8.593999999999999773e+01
4.411368505954742432e+02,2.000000000000000000e+01,8.593999999999999773e+01
4.421331136226654053e+02,2.000000000000000000e+01,8.593999999999999773e+01
4.431344919204711914e+02,2.000000000000000000e+01,8.601000000000000512e+01
4.441366312503814697e+02,2.000000000000000000e+01,8.615999999999999659e+01
4.451368136405944824e+02,2.000000000000000000e+01,8.623000000000000398e+01
4.461365725994110107e+02,2.000000000000000000e+01,8.634999999999999432e+01
4.471395430564880371e+02,2.000000000000000000e+01,8.634999999999999432e+01
4.481407268047332764e+02,2.000000000000000000e+01,8.628000000000000114e+01
4.491422095298767090e+02,2.000000000000000000e+01,8.634999999999999432e+01
4.501417045593261719e+02,2.000000000000000000e+01,8.637999999999999545e+01
4.511457669734954834e+02,2.000000000000000000e+01,8.634999999999999432e+01
4.521410648822784424e+02,2.000000000000000000e+01,8.640000000000000568e+01
4.531339006423950195e+02,2.000000000000000000e+01,8.637999999999999545e+01
4.541376440525054932e+02,2.000000000000000000e+01,8.637999999999999545e+01
4.551395883560180664e+02,2.000000000000000000e+01,8.643000000000000682e+01
4.561309316158294678e+02,2.000000000000000000e+01,8.643000000000000682e+01
4.571285345554351807e+02,2.000000000000000000e+01,8.643000000000000682e+01
4.581320741176605225e+02,2.000000000000000000e+01,8.646999999999999886e+01
4.591298673152923584e+02,2.000000000000000000e+01,8.651999999999999602e+01
4.601329481601715088e+02,2.000000000000000000e+01,8.671999999999999886e+01
4.611333839893341064e+02,2.000000000000000000e+01,8.679000000000000625e+01
4.621367084980010986e+02,2.000000000000000000e+01,8.687000000000000455e+01
4.631413671970367432e+02,2.000000000000000000e+01,8.681999999999999318e+01
4.641397931575775146e+02,2.000000000000000000e+01,8.687000000000000455e+01
4.651390614509582520e+02,2.000000000000000000e+01,8.684000000000000341e+01
4.661417589187622070e+02,2.000000000000000000e+01,8.690999999999999659e+01
4.671420655250549316e+02,2.000000000000000000e+01,8.690999999999999659e+01
4.681455521583557129e+02,2.000000000000000000e+01,8.690999999999999659e+01
4.691478126049041748e+02,2.000000000000000000e+01,8.704000000000000625e+01
4.701498823165893555e+02,2.000000000000000000e+01,8.718000000000000682e+01
4.711509320735931396e+02,2.000000000000000000e+01,8.728000000000000114e+01
4.721509244441986084e+02,2.000000000000000000e+01,8.734999999999999432e+01
4.731531517505645752e+02,2.000000000000000000e+01,8.732999999999999829e+01
4.741537582874298096e+02,2.000000000000000000e+01,8.734999999999999432e+01
4.751526787281036377e+02,2.000000000000000000e+01,8.732999999999999829e+01
4.761581473350524902e+02,2.000000000000000000e+01,8.732999999999999829e+01
4.771566045284271240e+02,2.000000000000000000e+01,8.740000000000000568e+01
4.781594820022583008e+02,2.000000000000000000e+01,8.740000000000000568e+01
4.791600229740142822e+02,2.000000000000000000e+01,8.740000000000000568e+01
4.801614928245544434e+02,2.000000000000000000e+01,8.762000000000000455e+01
4.811638574600219727e+02,2.000000000000000000e+01,8.773999999999999488e+01
4.821641399860382080e+02,2.000000000000000000e+01,8.784000000000000341e+01
4.831683914661407471e+02,2.000000000000000000e+01,8.779000000000000625e+01
4.841685841083526611e+02,2.000000000000000000e+01,8.779000000000000625e+01
4.851678931713104248e+02,2.000000000000000000e+01,8.784000000000000341e+01
4.861717822551727295e+02,2.000000000000000000e+01,8.781999999999999318e+01
4.871694049835205078e+02,2.000000000000000000e+01,8.789000000000000057e+01
4.881742753982543945e+02,2.000000000000000000e+01,8.789000000000000057e+01
4.891750400066375732e+02,2.000000000000000000e+01,8.789000000000000057e+01
4.901685023307800293e+02,2.000000000000000000e+01,8.792000000000000171e+01
4.911750376224517822e+02,2.000000000000000000e+01,8.809000000000000341e+01
4.921747372150421143e+02,2.000000000000000000e+01,8.820999999999999375e+01
4.931757569313049316e+02,2.000000000000000000e+01,8.828000000000000114e+01
4.941714260578155518e+02,2.000000000000000000e+01,8.831000000000000227e+01
4.951672666072845459e+02,2.000000000000000000e+01,8.831000000000000227e+01
4.961633882522583008e+02,2.000000000000000000e+01,8.832999999999999829e+01
4.971566765308380127e+02,2.000000000000000000e+01,8.831000000000000227e+01
4.981595692634582520e+02,2.000000000000000000e+01,8.837999999999999545e+01
4.991606698036193848e+02,2.000000000000000000e+01,8.837999999999999545e+01
5.001553444862365723e+02,2.000000000000000000e+01,8.837999999999999545e+01
5.011473073959350586e+02,2.000000000000000000e+01,8.840000000000000568e+01
5.021497733592987061e+02,2.000000000000000000e+01,8.840000000000000568e+01
5.031494443416595459e+02,2.000000000000000000e+01,8.843000000000000682e+01
5.041544556617736816e+02,2.000000000000000000e+01,8.871999999999999886e+01
5.051559338569641113e+02,2.000000000000000000e+01,8.876999999999999602e+01
5.061581299304962158e+02,2.000000000000000000e+01,8.875000000000000000e+01
5.071589999198913574e+02,2.000000000000000000e+01,8.879000000000000625e+01
5.081564583778381348e+02,2.000000000000000000e+01,8.879000000000000625e+01
5.091587409973144531e+02,2.000000000000000000e+01,8.881999999999999318e+01
5.101612854003906250e+02,2.000000000000000000e+01,8.881999999999999318e+01
5.111616573333740234e+02,2.000000000000000000e+01,8.881999999999999318e+01
5.121625504493713379e+02,2.000000000000000000e+01,8.879000000000000625e+01
5.131634459495544434e+02,2.000000000000000000e+01,8.887000000000000455e+01
5.141626093387603760e+02,2.000000000000000000e+01,8.884000000000000341e+01
5.151670835018157959e+02,2.000000000000000000e+01,8.887000000000000455e+01
5.161691560745239258e+02,2.000000000000000000e+01,8.887000000000000455e+01
5.171698727607727051e+02,2.000000000000000000e+01,8.892000000000000171e+01
5.181684765815734863e+02,2.000000000000000000e+01,8.915999999999999659e+01
5.191728675365447998e+02,2.000000000000000000e+01,8.928000000000000114e+01
5.201743013858795166e+02,2.000000000000000000e+01,8.931000000000000227e+01
5.211729872226715088e+02,2.000000000000000000e+01,8.931000000000000227e+01
5.221631867885589600e+02,2.000000000000000000e+01,8.931000000000000227e+01
5.231634035110473633e+02,2.000000000000000000e+01,8.931000000000000227e+01
5.241629219055175781e+02,2.000000000000000000e+01,8.935999999999999943e+01
5.251642866134643555e+02,2.000000000000000000e+01,8.932999999999999829e+01
5.261684169769287109e+02,2.000000000000000000e+01,8.935999999999999943e+01
5.271652839183807373e+02,2.000000000000000000e+01,8.935999999999999943e+01
5.281694471836090088e+02,2.000000000000000000e+01,8.935999999999999943e+01
5.291683738231658936e+02,2.000000000000000000e+01,8.935999999999999943e+01
5.301699008941650391e+02,2.000000000000000000e+01,8.935999999999999943e+01
5.311713650226593018e+02,2.000000000000000000e+01,8.937999999999999545e+01
5.321729629039764404e+02,2.000000000000000000e+01,8.948000000000000398e+01
5.331744830608367920e+02,2.000000000000000000e+01,8.962000000000000455e+01
5.341743319034576416e+02,2.000000000000000000e+01,8.962000000000000455e+01
5.351742861270904541e+02,2.000000000000000000e+01,8.954999999999999716e+01
5.361777856349945068e+02,2.000000000000000000e+01,8.975000000000000000e+01
5.371777076721191406e+02,2.000000000000000000e+01,8.975000000000000000e+01
5.381793813705444336e+02,2.000000000000000000e+01,8.970000000000000284e+01
5.391794483661651611e+02,2.000000000000000000e+01,8.979000000000000625e+01
5.401718947887420654e+02,2.000000000000000000e+01,8.971999999999999886e+01
5.411643607616424561e+02,2.000000000000000000e+01,8.979000000000000625e+01
5.421619334220886230e+02,2.000000000000000000e+01,8.976999999999999602e+01
5.431620576381683350e+02,2.000000000000000000e+01,8.979000000000000625e+01
5.441566874980926514e+02,2.000000000000000000e+01,8.984000000000000341e+01
5.451519551277160645e+02,2.000000000000000000e+01,8.984000000000000341e+01
5.461490104198455811e+02,2.000000000000000000e+01,8.981999999999999318e+01
5.471468749046325684e+02,2.000000000000000000e+01,8.984000000000000341e+01
5.481505253314971924e+02,2.000000000000000000e+01,8.984000000000000341e+01
5.491549811363220215e+02,2.000000000000000000e+01,8.984000000000000341e+01
5.501564054489135742e+02,2.000000000000000000e+01,8.987000000000000455e+01
5.511602923870086670e+02,2.000000000000000000e+01,8.996999999999999886e+01
5.521574997901916504e+02,2.000000000000000000e+01,9.001000000000000512e+01
5.531561474800109863e+02,2.000000000000000000e+01,9.014000000000000057e+01
5.541610350608825684e+02,2.000000000000000000e+01,9.018999999999999773e+01
5.551603937149047852e+02,2.000000000000000000e+01,9.018999999999999773e+01
5.561635251045227051e+02,2.000000000000000000e+01,9.028000000000000114e+01
5.571617245674133301e+02,2.000000000000000000e+01,9.020999999999999375e+01
5.581661314964294434e+02,2.000000000000000000e+01,9.018999999999999773e+01
5.591678292751312256e+02,2.000000000000000000e+01,9.026000000000000512e+01
5.601684195995330811e+02,2.000000000000000000e+01,9.028000000000000114e+01
5.611672997474670410e+02,2.000000000000000000e+01,9.028000000000000114e+01
5.621712126731872559e+02,2.000000000000000000e+01,9.026000000000000512e+01
5.631725966930389404e+02,2.000000000000000000e+01,9.023000000000000398e+01
5.641707866191864014e+02,2.000000000000000000e+01,9.026000000000000512e+01
5.651620092391967773e+02,2.000000000000000000e+01,9.026000000000000512e+01
5.661581914424896240e+02,2.000000000000000000e+01,9.031000000000000227e+01
5.671610953807830811e+02,2.000000000000000000e+01,9.032999999999999829e+01
5.681619048118591309e+02,2.000000000000000000e+01,9.032999999999999829e+01
5.691623141765594482e+02,2.000000000000000000e+01,9.031000000000000227e+01
5.701638052463531494e+02,2.000000000000000000e+01,9.032999999999999829e+01
5.711648836135864258e+02,2.000000000000000000e+01,9.032999999999999829e+01
5.721616294384002686e+02,2.000000000000000000e+01,9.037999999999999545e+01
5.731652016639709473e+02,2.000000000000000000e+01,9.040999999999999659e+01
5.741660397052764893e+02,2.000000000000000000e+01,9.059999999999999432e+01
5.751685700416564941e+02,2.000000000000000000e+01,9.070000000000000284e+01
5.761668009757995605e+02,2.000000000000000000e+01,9.075000000000000000e+01
5.771714353561401367e+02,2.000000000000000000e+01,9.075000000000000000e+01
5.781715896129608154e+02,2.000000000000000000e+01,9.071999999999999886e+01
5.791726014614105225e+02,2.000000000000000000e+01,9.081999999999999318e+01
5.801740581989288330e+02,2.000000000000000000e+01,9.079999999999999716e+01
5.811746220588684082e+02,2.000000000000000000e+01,9.081999999999999318e+01
5.821780984401702881e+02,2.000000000000000000e+01,9.081999999999999318e+01
5.831787688732147217e+02,2.000000000000000000e+01,9.081999999999999318e+01
5.841810455322265625e+02,2.000000000000000000e+01,9.081999999999999318e+01
5.851797807216644287e+02,2.000000000000000000e+01,9.081999999999999318e+01
5.861822831630706787e+02,2.000000000000000000e+01,9.093999999999999773e+01
5.871815114021301270e+02,2.000000000000000000e+01,9.101999999999999602e+01
5.881817193031311035e+02,2.000000000000000000e+01,9.104000000000000625e+01
5.891722919940948486e+02,2.000000000000000000e+01,9.114000000000000057e+01
5.901709909439086914e+02,2.000000000000000000e+01,9.114000000000000057e+01
5.911667916774749756e+02,2.000000000000000000e+01,9.123999999999999488e+01
5.921608574390411377e+02,2.000000000000000000e+01,9.120999999999999375e+01
5.931613442897796631e+02,2.000000000000000000e+01,9.120999999999999375e+01
5.941628384590148926e+02,2.000000000000000000e+01,9.126000000000000512e+01
5.951632115840911865e+02,2.000000000000000000e+01,9.126000000000000512e+01
5.961543576717376709e+02,2.000000000000000000e+01,9.126000000000000512e+01
5.971517293453216553e+02,2.000000000000000000e+01,9.123999999999999488e+01
5.981560366153717041e+02,2.000000000000000000e+01,9.126000000000000512e+01
5.991574399471282959e+02,2.000000000000000000e+01,9.126000000000000512e+01
6.001573967933654785e+02,2.000000000000000000e+01,9.126000000000000512e+01
6.011602225303649902e+02,2.000000000000000000e+01,9.128000000000000114e+01
6.021610374450683594e+02,2.000000000000000000e+01,9.126000000000000512e+01
6.031615109443664551e+02,2.000000000000000000e+01,9.131000000000000227e+01
6.041644575595855713e+02,2.000000000000000000e+01,9.131000000000000227e+01
6.051647806167602539e+02,2.000000000000000000e+01,9.131000000000000227e+01
6.061627624034881592e+02,2.000000000000000000e+01,9.131000000000000227e+01
6.071646764278411865e+02,2.000000000000000000e+01,9.131000000000000227e+01
6.081549212932586670e+02,2.000000000000000000e+01,9.132999999999999829e+01
6.091522052288055420e+02,2.000000000000000000e+01,9.137999999999999545e+01
6.101542744636535645e+02,2.000000000000000000e+01,9.145999999999999375e+01
6.111563813686370850e+02,2.000000000000000000e+01,9.159999999999999432e+01
6.121574943065643311e+02,2.000000000000000000e+01,9.167000000000000171e+01
6.131564414501190186e+02,2.000000000000000000e+01,9.170000000000000284e+01
6.141578295230865479e+02,2.000000000000000000e+01,9.171999999999999886e+01
6.151574971675872803e+02,2.000000000000000000e+01,9.175000000000000000e+01
6.161622760295867920e+02,2.000000000000000000e+01,9.170000000000000284e+01
6.171607604026794434e+02,2.000000000000000000e+01,9.165000000000000568e+01
6.181655018329620361e+02,2.000000000000000000e+01,9.175000000000000000e+01
6.191648807525634766e+02,2.000000000000000000e+01,9.175000000000000000e+01
6.201660206317901611e+02,2.000000000000000000e+01,9.171999999999999886e+01
6.211680843830108643e+02,2.000000000000000000e+01,9.170000000000000284e+01
6.221681492328643799e+02,2.000000000000000000e+01,9.170000000000000284e+01
6.231691186428070068e+02,2.000000000000000000e+01,9.171999999999999886e+01
6.241728105545043945e+02,2.000000000000000000e+01,9.175000000000000000e+01
6.251713192462921143e+02,2.000000000000000000e+01,9.179999999999999716e+01
6.261754174232482910e+02,2.000000000000000000e+01,9.179999999999999716e+01
6.271770064830780029e+02,2.000000000000000000e+01,9.179999999999999716e+01
6.281787502765655518e+02,2.000000000000000000e+01,9.179999999999999716e+01
6.291803436279296875e+02,2.000000000000000000e+01,9.179999999999999716e+01
6.301814241409301758e+02,2.000000000000000000e+01,9.179999999999999716e+01
6.311832845211029053e+02,2.000000000000000000e+01,9.179999999999999716e+01
6.321842091083526611e+02,2.000000000000000000e+01,9.179999999999999716e+01
6.331850819587707520e+02,2.000000000000000000e+01,9.181999999999999318e+01
6.341849570274353027e+02,2.000000000000000000e+01,9.181999999999999318e+01
6.351836688518524170e+02,2.000000000000000000e+01,9.179999999999999716e+01
6.361844613552093506e+02,2.000000000000000000e+01,9.181999999999999318e+01
6.371772065162658691e+02,2.000000000000000000e+01,9.196999999999999886e+01
6.381726689338684082e+02,2.000000000000000000e+01,9.193999999999999773e+01
6.391752815246582031e+02,2.000000000000000000e+01,9.210999999999999943e+01
6.401787269115447998e+02,2.000000000000000000e+01,9.220999999999999375e+01
6.411763949394226074e+02,2.000000000000000000e+01,9.220999999999999375e+01
6.421800496578216553e+02,2.000000000000000000e+01,9.223999999999999488e+01
6.431774580478668213e+02,2.000000000000000000e+01,9.218999999999999773e+01
6.441790955066680908e+02,2.000000000000000000e+01,9.220999999999999375e+01
6.451767148971557617e+02,2.000000000000000000e+01,9.218999999999999773e+01
6.461763095855712891e+02,2.000000000000000000e+01,9.218999999999999773e+01
6.471763470172882080e+02,2.000000000000000000e+01,9.223999999999999488e+01
6.481773681640625000e+02,2.000000000000000000e+01,9.226000000000000512e+01
6.491815197467803955e+02,2.000000000000000000e+01,9.226000000000000512e+01
6.501815786361694336e+02,2.000000000000000000e+01,9.229000000000000625e+01
6.511846590042114258e+02,2.000000000000000000e+01,9.226000000000000512e+01
6.521772630214691162e+02,2.000000000000000000e+01,9.229000000000000625e+01
6.531680099964141846e+02,2.000000000000000000e+01,9.229000000000000625e+01
6.541694042682647705e+02,2.000000000000000000e+01,9.229000000000000625e+01
6.551679725646972656e+02,2.000000000000000000e+01,9.229000000000000625e+01
6.561688642501831055e+02,2.000000000000000000e+01,9.229000000000000625e+01
6.571721150875091553e+02,2.000000000000000000e+01,9.229000000000000625e+01
6.581718442440032959e+02,2.000000000000000000e+01,9.229000000000000625e+01
6.591727957725524902e+02,2.000000000000000000e+01,9.231000000000000227e+01
6.601742293834686279e+02,2.000000000000000000e+01,9.229000000000000625e+01
6.611776559352874756e+02,2.000000000000000000e+01,9.245999999999999375e+01
6.621773567199707031e+02,2.000000000000000000e+01,9.257999999999999829e+01
6.631788561344146729e+02,2.000000000000000000e+01,9.259999999999999432e+01
6.641826784610748291e+02,2.000000000000000000e+01,9.265000000000000568e+01
6.651807146072387695e+02,2.000000000000000000e+01,9.262999999999999545e+01
6.661829841136932373e+02,2.000000000000000000e+01,9.271999999999999886e+01
6.671844918727874756e+02,2.000000000000000000e+01,9.270000000000000284e+01
6.681854693889617920e+02,2.000000000000000000e+01,9.268000000000000682e+01
6.691874947547912598e+02,2.000000000000000000e+01,9.271999999999999886e+01
6.701892938613891602e+02,2.000000000000000000e+01,9.270000000000000284e+01
6.711910355091094971e+02,2.000000000000000000e+01,9.271999999999999886e+01
6.721936953067779541e+02,2.000000000000000000e+01,9.270000000000000284e+01
6.731947576999664307e+02,2.000000000000000000e+01,9.271999999999999886e+01
6.741929614543914795e+02,2.000000000000000000e+01,9.270000000000000284e+01
6.751965541839599609e+02,2.000000000000000000e+01,9.270000000000000284e+01
6.761984403133392334e+02,2.000000000000000000e+01,9.268000000000000682e+01
6.771974689960479736e+02,2.000000000000000000e+01,9.270000000000000284e+01
6.781998176574707031e+02,2.000000000000000000e+01,9.270000000000000284e+01
6.792001090049743652e+02,2.000000000000000000e+01,9.271999999999999886e+01
6.802026109695434570e+02,2.000000000000000000e+01,9.271999999999999886e+01
6.812024261951446533e+02,2.000000000000000000e+01,9.275000000000000000e+01
6.822009804248809814e+02,2.000000000000000000e+01,9.275000000000000000e+01
6.831919763088226318e+02,2.000000000000000000e+01,9.276999999999999602e+01
6.841836237907409668e+02,2.000000000000000000e+01,9.276999999999999602e+01
6.851750142574310303e+02,2.000000000000000000e+01,9.276999999999999602e+01
6.861727344989776611e+02,2.000000000000000000e+01,9.279999999999999716e+01
6.871736698150634766e+02,2.000000000000000000e+01,9.281999999999999318e+01
6.881671147346496582e+02,2.000000000000000000e+01,9.298999999999999488e+01
6.891601135730743408e+02,2.000000000000000000e+01,9.284999999999999432e+01
6.901584026813507080e+02,2.000000000000000000e+01,9.296999999999999886e+01
6.911486196517944336e+02,2.000000000000000000e+01,9.306999999999999318e+01
6.921455678939819336e+02,2.000000000000000000e+01,9.309000000000000341e+01
6.931412112712860107e+02,2.000000000000000000e+01,9.314000000000000057e+01
6.941321623325347900e+02,2.000000000000000000e+01,9.318999999999999773e+01
6.951315324306488037e+02,2.000000000000000000e+01,9.320999999999999375e+01
6.961294438838958740e+02,2.000000000000000000e+01,9.320999999999999375e+01
6.971322174072265625e+02,2.000000000000000000e+01,9.318999999999999773e+01
6.981312091350555420e+02,2.000000000000000000e+01,9.318999999999999773e+01
6.991219522953033447e+02,2.000000000000000000e+01,9.314000000000000057e+01
7.001193814277648926e+02,2.000000000000000000e+01,9.318999999999999773e+01
7.011191115379333496e+02,2.000000000000000000e+01,9.318999999999999773e+01
7.021224410533905029e+02,2.000000000000000000e+01,9.320999999999999375e+01
7.031263110637664795e+02,2.000000000000000000e+01,9.318999999999999773e+01
7.041260960102081299e+02,2.000000000000000000e+01,9.320999999999999375e+01
7.051279056072235107e+02,2.000000000000000000e+01,9.323999999999999488e+01
7.061268422603607178e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.071297624111175537e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.081314206123352051e+02,2.000000000000000000e+01,9.323999999999999488e+01
7.091315255165100098e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.101329638957977295e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.111325676441192627e+02,2.000000000000000000e+01,9.323999999999999488e+01
7.121350803375244141e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.131358935832977295e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.141383569240570068e+02,2.000000000000000000e+01,9.323999999999999488e+01
7.151403470039367676e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.161406161785125732e+02,2.000000000000000000e+01,9.329000000000000625e+01
7.171406228542327881e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.181344385147094727e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.191282148361206055e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.201316511631011963e+02,2.000000000000000000e+01,9.329000000000000625e+01
7.211346805095672607e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.221348130702972412e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.231368491649627686e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.241379084587097168e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.251374957561492920e+02,2.000000000000000000e+01,9.329000000000000625e+01
7.261386625766754150e+02,2.000000000000000000e+01,9.332999999999999829e+01
7.271396272182464600e+02,2.000000000000000000e+01,9.329000000000000625e+01
7.281404416561126709e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.291426270008087158e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.301479256153106689e+02,2.000000000000000000e+01,9.331000000000000227e+01
7.311479504108428955e+02,2.000000000000000000e+01,9.329000000000000625e+01
7.321405832767486572e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.331370029449462891e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.341311678886413574e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.351335663795471191e+02,2.000000000000000000e+01,9.320999999999999375e+01
7.361380257606506348e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.371374719142913818e+02,2.000000000000000000e+01,9.331000000000000227e+01
7.381283497810363770e+02,2.000000000000000000e+01,9.326000000000000512e+01
7.391224579811096191e+02,2.000000000000000000e+01,9.340999999999999659e+01
7.401182327270507812e+02,2.000000000000000000e+01,9.337999999999999545e+01
7.411205341815948486e+02,2.000000000000000000e+01,9.353000000000000114e+01
7.421222772598266602e+02,2.000000000000000000e+01,9.365000000000000568e+01
7.431226587295532227e+02,2.000000000000000000e+01,9.362999999999999545e+01
7.441262326240539551e+02,2.000000000000000000e+01,9.365000000000000568e+01
7.451252276897430420e+02,2.000000000000000000e+01,9.365000000000000568e+01
7.461287727355957031e+02,2.000000000000000000e+01,9.365000000000000568e+01
7.471266114711761475e+02,2.000000000000000000e+01,9.359999999999999432e+01
7.481260607242584229e+02,2.000000000000000000e+01,9.370000000000000284e+01
7.491307990550994873e+02,2.000000000000000000e+01,9.368000000000000682e+01
7.501218693256378174e+02,2.000000000000000000e+01,9.370000000000000284e+01
7.511209139823913574e+02,2.000000000000000000e+01,9.362999999999999545e+01
7.521179056167602539e+02,2.000000000000000000e+01,9.365000000000000568e+01
7.531227560043334961e+02,2.000000000000000000e+01,9.370000000000000284e+01
7.541241407394409180e+02,2.000000000000000000e+01,9.368000000000000682e+01
7.551247277259826660e+02,2.000000000000000000e+01,9.365000000000000568e+01
7.561234884262084961e+02,2.000000000000000000e+01,9.368000000000000682e+01
7.571278870105743408e+02,2.000000000000000000e+01,9.365000000000000568e+01
7.581259911060333252e+02,2.000000000000000000e+01,9.359999999999999432e+01
7.591286203861236572e+02,2.000000000000000000e+01,9.370000000000000284e+01
7.601316549777984619e+02,2.000000000000000000e+01,9.362999999999999545e+01
7.611300079822540283e+02,2.000000000000000000e+01,9.345999999999999375e+01
7.621333370208740234e+02,2.000000000000000000e+01,9.332999999999999829e+01
7.631338984966278076e+02,2.000000000000000000e+01,9.337999999999999545e+01
7.641357822418212891e+02,2.000000000000000000e+01,9.348000000000000398e+01
7.651376068592071533e+02,2.000000000000000000e+01,9.357999999999999829e+01
7.661392228603363037e+02,2.000000000000000000e+01,9.357999999999999829e+01
7.671408684253692627e+02,2.000000000000000000e+01,9.348000000000000398e+01
7.681419477462768555e+02,2.000000000000000000e+01,9.343000000000000682e+01
7.691421086788177490e+02,2.000000000000000000e+01,9.362999999999999545e+01
7.701341853141784668e+02,2.000000000000000000e+01,9.362999999999999545e+01
7.711333701610565186e+02,2.000000000000000000e+01,9.370000000000000284e+01
7.721383929252624512e+02,2.000000000000000000e+01,9.362999999999999545e+01
